invoice_id,branch,customer_type,gender,product_line,unit_price,quantity,tax,date,time,payment,cogs,gross_income,rating,total
261-12-8671,B,Normal,Female,Fashion accessories,60.96,2,6.096,2019-01-25,2022-09-22 19:39:00,Credit card,121.92,6.096,4.9,128.016
730-70-9830,C,Normal,Female,Home and lifestyle,70.11,6,21.033,2019-03-14,2022-09-22 17:54:00,Ewallet,420.66,21.033,5.2,441.693
382-25-8917,C,Normal,Male,Fashion accessories,42.08,6,12.624,2019-01-29,2022-09-22 12:25:00,Cash,252.48,12.624,8.9,265.104
422-29-8786,A,Normal,Female,Home and lifestyle,67.09,5,16.7725,2019-01-03,2022-09-22 16:47:00,Credit card,335.45,16.7725,9.1,352.2225
667-23-5919,A,Member,Female,Fashion accessories,96.7,5,24.175,2019-01-14,2022-09-22 12:52:00,Ewallet,483.5,24.175,7.0,507.675
843-01-4703,B,Member,Female,Home and lifestyle,35.38,9,15.921,2019-01-05,2022-09-22 19:50:00,Credit card,318.42,15.921,9.6,334.341
743-88-1662,C,Normal,Male,Sports and travel,95.49,7,33.4215,2019-02-22,2022-09-22 18:17:00,Ewallet,668.43,33.4215,8.7,701.8515
595-86-2894,C,Member,Male,Fashion accessories,96.98,4,19.396,2019-02-06,2022-09-22 17:20:00,Ewallet,387.92,19.396,9.4,407.316
182-69-8360,B,Normal,Female,Electronic accessories,23.65,4,4.73,2019-01-30,2022-09-22 13:32:00,Credit card,94.6,4.73,4.0,99.33
289-15-7034,A,Member,Male,Sports and travel,82.33,4,16.466,2019-01-11,2022-09-22 10:37:00,Credit card,329.32,16.466,7.5,345.786
462-78-5240,C,Normal,Female,Electronic accessories,26.61,2,2.661,2019-03-19,2022-09-22 14:35:00,Cash,53.22,2.661,4.2,55.881
868-52-7573,B,Normal,Female,Food and beverages,99.69,5,24.9225,2019-01-14,2022-09-22 12:09:00,Cash,498.45,24.9225,9.9,523.3725
153-58-4872,C,Member,Female,Food and beverages,74.89,4,14.978,2019-03-01,2022-09-22 15:32:00,Ewallet,299.56,14.978,4.2,314.538
662-72-2873,A,Normal,Female,Food and beverages,40.94,5,10.235,2019-01-06,2022-09-22 13:58:00,Ewallet,204.7,10.235,9.9,214.935
525-88-7307,B,Member,Male,Sports and travel,75.82,1,3.791,2019-01-31,2022-09-22 13:19:00,Cash,75.82,3.791,5.8,79.611
689-16-9784,C,Normal,Male,Food and beverages,46.77,6,14.031,2019-03-11,2022-09-22 13:37:00,Cash,280.62,14.031,6.0,294.651
725-56-0833,A,Normal,Female,Health and beauty,32.32,10,16.16,2019-02-20,2022-09-22 16:49:00,Credit card,323.2,16.16,10.0,339.36
394-41-0748,C,Member,Female,Fashion accessories,54.07,9,24.3315,2019-01-27,2022-09-22 14:55:00,Ewallet,486.63,24.3315,9.5,510.9615
596-42-3999,B,Normal,Male,Food and beverages,18.22,7,6.377,2019-03-10,2022-09-22 14:04:00,Credit card,127.54,6.377,6.6,133.917
541-89-9860,C,Member,Female,Fashion accessories,80.48,3,12.072,2019-02-15,2022-09-22 12:31:00,Cash,241.44,12.072,8.1,253.512
173-82-9529,B,Normal,Female,Fashion accessories,37.95,10,18.975,2019-01-26,2022-09-22 14:51:00,Cash,379.5,18.975,9.7,398.475
563-36-9814,A,Member,Male,Electronic accessories,76.82,1,3.841,2019-02-13,2022-09-22 18:27:00,Ewallet,76.82,3.841,7.2,80.661
308-47-4913,A,Member,Female,Sports and travel,52.26,10,26.13,2019-03-09,2022-09-22 12:45:00,Credit card,522.6,26.13,6.2,548.73
885-17-6250,A,Normal,Female,Health and beauty,79.74,1,3.987,2019-03-06,2022-09-22 10:36:00,Ewallet,79.74,3.987,7.3,83.727
726-27-2396,A,Normal,Female,Health and beauty,77.5,5,19.375,2019-01-24,2022-09-22 20:36:00,Ewallet,387.5,19.375,4.3,406.875
316-01-3952,A,Normal,Female,Food and beverages,54.27,5,13.5675,2019-03-13,2022-09-22 14:16:00,Ewallet,271.35,13.5675,4.6,284.9175
760-54-1821,B,Normal,Male,Home and lifestyle,13.59,9,6.1155,2019-03-15,2022-09-22 10:26:00,Cash,122.31,6.1155,5.8,128.4255
793-10-3222,B,Member,Female,Health and beauty,41.06,6,12.318,2019-03-05,2022-09-22 13:30:00,Credit card,246.36,12.318,8.3,258.678
346-12-3257,B,Member,Male,Electronic accessories,19.24,9,8.658,2019-03-04,2022-09-22 16:28:00,Cash,173.16,8.658,8.0,181.818
110-05-6330,C,Normal,Female,Food and beverages,39.43,6,11.829,2019-03-25,2022-09-22 20:18:00,Credit card,236.58,11.829,9.4,248.409
651-61-0874,C,Normal,Male,Home and lifestyle,46.22,4,9.244,2019-03-12,2022-09-22 20:04:00,Credit card,184.88,9.244,6.2,194.124
236-86-3015,C,Member,Male,Home and lifestyle,13.98,1,0.699,2019-02-04,2022-09-22 13:38:00,Ewallet,13.98,0.699,9.8,14.679
831-64-0259,B,Normal,Female,Fashion accessories,39.75,5,9.9375,2019-02-22,2022-09-22 10:43:00,Ewallet,198.75,9.9375,9.6,208.6875
587-03-7455,C,Member,Female,Fashion accessories,97.79,7,34.2265,2019-02-16,2022-09-22 17:30:00,Ewallet,684.53,34.2265,4.9,718.7565
882-40-4577,A,Member,Male,Sports and travel,67.26,4,13.452,2019-01-19,2022-09-22 15:28:00,Credit card,269.04,13.452,8.0,282.492
732-67-5346,A,Normal,Male,Food and beverages,13.79,5,3.4475,2019-01-11,2022-09-22 19:07:00,Credit card,68.95,3.4475,7.8,72.3975
725-32-9708,B,Member,Female,Fashion accessories,68.71,4,13.742,2019-01-04,2022-09-22 19:01:00,Cash,274.84,13.742,4.1,288.582
256-08-8343,A,Normal,Female,Home and lifestyle,56.53,4,11.306,2019-03-04,2022-09-22 19:48:00,Ewallet,226.12,11.306,5.5,237.426
372-26-1506,C,Normal,Female,Fashion accessories,23.82,5,5.955,2019-01-28,2022-09-22 19:24:00,Ewallet,119.1,5.955,5.4,125.055
244-08-0162,B,Normal,Female,Health and beauty,34.21,10,17.105,2019-01-02,2022-09-22 13:00:00,Cash,342.1,17.105,5.1,359.205
569-71-4390,B,Normal,Male,Sports and travel,21.87,2,2.187,2019-01-25,2022-09-22 14:29:00,Ewallet,43.74,2.187,6.9,45.927
132-23-6451,A,Member,Male,Health and beauty,20.97,5,5.2425,2019-01-04,2022-09-22 13:21:00,Cash,104.85,5.2425,7.8,110.0925
696-90-2548,A,Normal,Male,Sports and travel,25.84,3,3.876,2019-03-10,2022-09-22 18:55:00,Ewallet,77.52,3.876,6.6,81.396
472-15-9636,A,Normal,Male,Home and lifestyle,50.93,8,20.372,2019-03-22,2022-09-22 19:36:00,Ewallet,407.44,20.372,9.2,427.812
268-03-6164,B,Normal,Male,Health and beauty,96.11,1,4.8055,2019-01-25,2022-09-22 16:28:00,Ewallet,96.11,4.8055,7.8,100.9155
750-57-9686,C,Normal,Female,Home and lifestyle,45.38,4,9.076,2019-01-08,2022-09-22 13:48:00,Credit card,181.52,9.076,8.7,190.596
186-09-3669,C,Member,Female,Health and beauty,81.51,1,4.0755,2019-01-22,2022-09-22 10:57:00,Ewallet,81.51,4.0755,9.2,85.5855
848-07-1692,B,Normal,Female,Health and beauty,57.22,2,5.722,2019-01-12,2022-09-22 17:13:00,Ewallet,114.44,5.722,8.3,120.162
745-71-3520,A,Member,Female,Electronic accessories,25.22,7,8.827,2019-02-04,2022-09-22 10:23:00,Cash,176.54,8.827,8.2,185.367
266-76-6436,C,Member,Female,Food and beverages,38.6,3,5.79,2019-03-28,2022-09-22 13:57:00,Ewallet,115.8,5.79,7.5,121.59
740-22-2500,C,Normal,Female,Electronic accessories,84.05,3,12.6075,2019-01-23,2022-09-22 13:29:00,Cash,252.15,12.6075,9.8,264.7575
271-88-8734,C,Member,Female,Fashion accessories,97.21,10,48.605,2019-02-08,2022-09-22 13:00:00,Credit card,972.1,48.605,8.7,1020.705
301-81-8610,B,Member,Male,Fashion accessories,25.42,8,10.168,2019-03-19,2022-09-22 19:42:00,Credit card,203.36,10.168,6.7,213.528
489-64-4354,C,Normal,Male,Fashion accessories,16.28,1,0.814,2019-03-09,2022-09-22 15:36:00,Cash,16.28,0.814,5.0,17.094
198-84-7132,B,Member,Male,Fashion accessories,40.61,9,18.2745,2019-01-02,2022-09-22 13:40:00,Cash,365.49,18.2745,7.0,383.7645
269-10-8440,A,Member,Male,Health and beauty,53.17,7,18.6095,2019-01-21,2022-09-22 18:01:00,Cash,372.19,18.6095,8.9,390.7995
650-98-6268,B,Member,Female,Food and beverages,20.87,3,3.1305,2019-03-20,2022-09-22 13:53:00,Credit card,62.61,3.1305,8.0,65.7405
741-73-3559,B,Normal,Male,Sports and travel,67.27,5,16.8175,2019-02-27,2022-09-22 17:27:00,Cash,336.35,16.8175,6.9,353.1675
325-77-6186,A,Member,Female,Home and lifestyle,90.65,10,45.325,2019-03-08,2022-09-22 10:53:00,Ewallet,906.5,45.325,7.3,951.825
286-75-7818,B,Normal,Male,Fashion accessories,69.08,2,6.908,2019-01-31,2022-09-22 19:48:00,Credit card,138.16,6.908,6.9,145.068
574-57-9721,C,Normal,Male,Food and beverages,43.27,2,4.327,2019-03-08,2022-09-22 16:53:00,Ewallet,86.54,4.327,5.7,90.867
459-50-7686,A,Normal,Female,Electronic accessories,23.46,6,7.038,2019-01-13,2022-09-22 19:14:00,Ewallet,140.76,7.038,6.4,147.798
616-87-0016,B,Normal,Male,Fashion accessories,95.54,7,33.439,2019-03-09,2022-09-22 14:36:00,Credit card,668.78,33.439,9.6,702.219
837-55-7229,B,Normal,Female,Fashion accessories,47.44,1,2.372,2019-02-22,2022-09-22 18:19:00,Credit card,47.44,2.372,6.8,49.812
751-69-0068,C,Normal,Male,Sports and travel,99.24,9,44.658,2019-03-19,2022-09-22 19:09:00,Ewallet,893.16,44.658,9.0,937.818
257-73-1380,C,Member,Male,Sports and travel,82.93,4,16.586,2019-01-20,2022-09-22 16:51:00,Ewallet,331.72,16.586,9.6,348.306
345-08-4992,A,Normal,Male,Home and lifestyle,33.99,6,10.197,2019-03-08,2022-09-22 15:37:00,Credit card,203.94,10.197,7.7,214.137
549-96-4200,C,Member,Male,Food and beverages,17.04,4,3.408,2019-03-08,2022-09-22 20:15:00,Ewallet,68.16,3.408,7.0,71.568
810-60-6344,C,Normal,Female,Electronic accessories,40.86,8,16.344,2019-02-07,2022-09-22 14:38:00,Credit card,326.88,16.344,6.5,343.224
450-28-2866,C,Member,Male,Food and beverages,17.44,5,4.36,2019-01-15,2022-09-22 19:25:00,Cash,87.2,4.36,8.1,91.56
394-30-3170,B,Member,Female,Sports and travel,88.43,8,35.372,2019-03-22,2022-09-22 19:35:00,Credit card,707.44,35.372,4.3,742.812
138-17-5109,A,Member,Female,Home and lifestyle,89.21,9,40.1445,2019-01-15,2022-09-22 15:42:00,Credit card,802.89,40.1445,6.5,843.0345
192-98-7397,C,Normal,Male,Fashion accessories,12.78,1,0.639,2019-01-08,2022-09-22 14:11:00,Ewallet,12.78,0.639,9.5,13.419
301-11-9629,A,Normal,Female,Sports and travel,19.1,7,6.685,2019-01-15,2022-09-22 10:43:00,Cash,133.7,6.685,9.7,140.385
390-80-5128,B,Member,Female,Health and beauty,19.15,1,0.9575,2019-01-28,2022-09-22 17:58:00,Credit card,19.15,0.9575,9.5,20.1075
235-46-8343,C,Member,Male,Food and beverages,27.66,10,13.83,2019-02-14,2022-09-22 11:26:00,Credit card,276.6,13.83,8.9,290.43
453-12-7053,C,Normal,Male,Fashion accessories,45.74,3,6.861,2019-03-10,2022-09-22 17:38:00,Credit card,137.22,6.861,6.5,144.081
296-11-7041,B,Member,Female,Health and beauty,27.07,1,1.3535,2019-01-12,2022-09-22 20:07:00,Credit card,27.07,1.3535,5.3,28.4235
449-27-2918,B,Member,Female,Sports and travel,39.12,1,1.956,2019-03-26,2022-09-22 11:02:00,Credit card,39.12,1.956,9.6,41.076
891-01-7034,B,Normal,Female,Electronic accessories,74.71,6,22.413,2019-01-01,2022-09-22 19:07:00,Cash,448.26,22.413,6.7,470.673
744-09-5786,B,Normal,Male,Electronic accessories,22.01,6,6.603,2019-01-02,2022-09-22 18:50:00,Cash,132.06,6.603,7.6,138.663
727-17-0390,A,Normal,Female,Food and beverages,63.61,5,15.9025,2019-03-16,2022-09-22 12:43:00,Ewallet,318.05,15.9025,4.8,333.9525
568-88-3448,A,Normal,Male,Health and beauty,25.0,1,1.25,2019-03-03,2022-09-22 15:09:00,Ewallet,25.0,1.25,5.5,26.25
187-83-5490,A,Member,Male,Electronic accessories,20.77,4,4.154,2019-01-31,2022-09-22 13:47:00,Cash,83.08,4.154,4.7,87.234
767-54-1907,B,Member,Female,Fashion accessories,29.56,5,7.39,2019-02-13,2022-09-22 16:59:00,Cash,147.8,7.39,6.9,155.19
710-46-4433,B,Member,Female,Food and beverages,77.4,9,34.83,2019-02-15,2022-09-22 14:15:00,Credit card,696.6,34.83,4.5,731.43
533-33-5337,B,Normal,Male,Electronic accessories,79.39,10,39.695,2019-02-07,2022-09-22 20:24:00,Cash,793.9,39.695,6.2,833.595
325-90-8763,C,Member,Female,Electronic accessories,46.57,10,23.285,2019-01-27,2022-09-22 13:58:00,Cash,465.7,23.285,7.6,488.985
729-46-7422,C,Normal,Male,Food and beverages,35.89,1,1.7945,2019-02-23,2022-09-22 16:52:00,Credit card,35.89,1.7945,7.9,37.6845
639-76-1242,C,Normal,Male,Food and beverages,40.52,5,10.13,2019-02-03,2022-09-22 15:19:00,Cash,202.6,10.13,4.5,212.73
234-03-4040,B,Member,Female,Food and beverages,73.05,10,36.525,2019-03-03,2022-09-22 12:25:00,Credit card,730.5,36.525,8.7,767.025
326-71-2155,C,Normal,Female,Sports and travel,73.95,4,14.79,2019-02-03,2022-09-22 10:02:00,Cash,295.8,14.79,6.1,310.59
320-32-8842,C,Member,Female,Food and beverages,22.62,1,1.131,2019-03-17,2022-09-22 18:58:00,Cash,22.62,1.131,6.4,23.751
470-32-9057,A,Member,Male,Food and beverages,51.34,5,12.835,2019-03-28,2022-09-22 15:31:00,Credit card,256.7,12.835,9.1,269.535
878-30-2331,C,Member,Female,Sports and travel,54.55,10,27.275,2019-03-02,2022-09-22 11:22:00,Credit card,545.5,27.275,7.1,572.775
440-59-5691,C,Member,Female,Health and beauty,37.15,7,13.0025,2019-02-08,2022-09-22 13:12:00,Credit card,260.05,13.0025,7.7,273.0525
554-53-3790,B,Normal,Male,Sports and travel,37.02,6,11.106,2019-03-22,2022-09-22 18:33:00,Cash,222.12,11.106,4.5,233.226
746-19-0921,C,Normal,Male,Food and beverages,21.58,1,1.079,2019-02-09,2022-09-22 10:02:00,Ewallet,21.58,1.079,7.2,22.659
233-34-0817,C,Member,Female,Electronic accessories,98.84,1,4.942,2019-02-15,2022-09-22 11:21:00,Cash,98.84,4.942,8.4,103.782
767-05-1286,C,Member,Female,Home and lifestyle,83.77,6,25.131,2019-01-23,2022-09-22 12:10:00,Ewallet,502.62,25.131,5.4,527.751
340-21-9136,A,Member,Female,Sports and travel,40.05,4,8.01,2019-01-25,2022-09-22 11:40:00,Cash,160.2,8.01,9.7,168.21
405-31-3305,A,Member,Male,Fashion accessories,43.13,10,21.565,2019-02-02,2022-09-22 18:31:00,Credit card,431.3,21.565,5.5,452.865
731-59-7531,B,Member,Male,Health and beauty,72.57,8,29.028,2019-03-30,2022-09-22 17:58:00,Cash,580.56,29.028,4.6,609.588
676-39-6028,A,Member,Female,Electronic accessories,64.44,5,16.11,2019-03-30,2022-09-22 17:04:00,Cash,322.2,16.11,6.6,338.31
502-05-1910,A,Normal,Male,Health and beauty,65.18,3,9.777,2019-02-25,2022-09-22 20:35:00,Credit card,195.54,9.777,6.3,205.317
485-30-8700,A,Normal,Female,Sports and travel,33.26,5,8.315,2019-03-18,2022-09-22 16:10:00,Credit card,166.3,8.315,4.2,174.615
598-47-9715,C,Normal,Male,Electronic accessories,84.07,4,16.814,2019-03-07,2022-09-22 16:54:00,Ewallet,336.28,16.814,4.4,353.094
701-69-8742,B,Normal,Male,Sports and travel,34.37,10,17.185,2019-03-16,2022-09-22 10:11:00,Ewallet,343.7,17.185,6.7,360.885
575-67-1508,A,Normal,Male,Electronic accessories,38.6,1,1.93,2019-01-29,2022-09-22 11:26:00,Ewallet,38.6,1.93,6.7,40.53
541-08-3113,C,Normal,Male,Food and beverages,65.97,8,26.388,2019-02-02,2022-09-22 20:29:00,Cash,527.76,26.388,8.4,554.148
246-11-3901,C,Normal,Female,Electronic accessories,32.8,10,16.4,2019-02-15,2022-09-22 12:12:00,Cash,328.0,16.4,6.2,344.4
674-15-9296,A,Normal,Male,Sports and travel,37.14,5,9.285,2019-01-08,2022-09-22 13:05:00,Ewallet,185.7,9.285,5.0,194.985
305-18-3552,B,Member,Male,Home and lifestyle,60.38,10,30.19,2019-02-12,2022-09-22 16:19:00,Cash,603.8,30.19,6.0,633.99
493-65-6248,C,Member,Female,Sports and travel,36.98,10,18.49,2019-01-01,2022-09-22 19:48:00,Credit card,369.8,18.49,7.0,388.29
438-01-4015,B,Member,Female,Sports and travel,49.49,4,9.898,2019-03-21,2022-09-22 15:25:00,Ewallet,197.96,9.898,6.6,207.858
709-58-4068,B,Normal,Female,Fashion accessories,41.09,10,20.545,2019-02-28,2022-09-22 14:42:00,Cash,410.9,20.545,7.3,431.445
795-49-7276,A,Normal,Male,Fashion accessories,37.15,4,7.43,2019-03-23,2022-09-22 18:59:00,Ewallet,148.6,7.43,8.3,156.03
556-72-8512,C,Normal,Male,Home and lifestyle,22.96,1,1.148,2019-01-30,2022-09-22 20:47:00,Cash,22.96,1.148,4.3,24.108
627-95-3243,B,Member,Female,Home and lifestyle,77.68,9,34.956,2019-02-04,2022-09-22 13:21:00,Ewallet,699.12,34.956,9.8,734.076
686-41-0932,B,Normal,Female,Fashion accessories,34.7,2,3.47,2019-03-13,2022-09-22 19:48:00,Ewallet,69.4,3.47,8.2,72.87
510-09-5628,A,Member,Female,Fashion accessories,19.66,10,9.83,2019-03-15,2022-09-22 18:20:00,Credit card,196.6,9.83,7.2,206.43
608-04-3797,B,Member,Female,Health and beauty,25.32,8,10.128,2019-03-05,2022-09-22 20:24:00,Ewallet,202.56,10.128,8.7,212.688
148-82-2527,C,Member,Female,Home and lifestyle,12.12,10,6.06,2019-03-05,2022-09-22 13:44:00,Credit card,121.2,6.06,8.4,127.26
437-53-3084,B,Normal,Male,Fashion accessories,99.89,2,9.989,2019-02-26,2022-09-22 11:48:00,Ewallet,199.78,9.989,7.1,209.769
632-32-4574,B,Normal,Male,Sports and travel,75.92,8,30.368,2019-03-20,2022-09-22 14:14:00,Cash,607.36,30.368,5.5,637.728
556-97-7101,C,Normal,Female,Electronic accessories,63.22,2,6.322,2019-01-01,2022-09-22 15:51:00,Cash,126.44,6.322,8.5,132.762
862-59-8517,C,Normal,Female,Food and beverages,90.24,6,27.072,2019-01-27,2022-09-22 11:17:00,Cash,541.44,27.072,6.2,568.512
401-18-8016,B,Member,Female,Sports and travel,98.13,1,4.9065,2019-01-21,2022-09-22 17:36:00,Cash,98.13,4.9065,8.9,103.0365
420-18-8989,A,Member,Female,Sports and travel,51.52,8,20.608,2019-02-02,2022-09-22 15:47:00,Cash,412.16,20.608,9.6,432.768
277-63-2961,B,Member,Male,Sports and travel,73.97,1,3.6985,2019-02-03,2022-09-22 15:53:00,Credit card,73.97,3.6985,5.4,77.6685
573-98-8548,C,Member,Female,Fashion accessories,31.9,1,1.595,2019-01-05,2022-09-22 12:40:00,Ewallet,31.9,1.595,9.1,33.495
620-02-2046,C,Normal,Male,Home and lifestyle,69.4,2,6.94,2019-01-27,2022-09-22 19:48:00,Ewallet,138.8,6.94,9.0,145.74
282-35-2475,B,Normal,Female,Sports and travel,93.31,2,9.331,2019-03-25,2022-09-22 17:53:00,Cash,186.62,9.331,6.3,195.951
511-54-3087,B,Normal,Male,Sports and travel,88.45,1,4.4225,2019-02-25,2022-09-22 16:36:00,Credit card,88.45,4.4225,9.5,92.8725
726-29-6793,A,Member,Male,Electronic accessories,24.18,8,9.672,2019-01-28,2022-09-22 20:54:00,Ewallet,193.44,9.672,9.8,203.112
387-49-4215,B,Member,Female,Sports and travel,48.5,3,7.275,2019-01-08,2022-09-22 12:50:00,Cash,145.5,7.275,6.7,152.775
862-17-9201,B,Normal,Female,Food and beverages,84.05,6,25.215,2019-01-29,2022-09-22 10:48:00,Credit card,504.3,25.215,7.7,529.515
291-21-5991,B,Member,Male,Health and beauty,61.29,5,15.3225,2019-03-29,2022-09-22 14:28:00,Cash,306.45,15.3225,7.0,321.7725
602-80-9671,C,Member,Female,Home and lifestyle,15.95,6,4.785,2019-02-09,2022-09-22 17:15:00,Credit card,95.7,4.785,5.1,100.485
347-72-6115,B,Member,Female,Sports and travel,90.74,7,31.759,2019-01-16,2022-09-22 18:03:00,Credit card,635.18,31.759,6.2,666.939
209-61-0206,A,Normal,Female,Home and lifestyle,42.91,5,10.7275,2019-01-05,2022-09-22 17:29:00,Ewallet,214.55,10.7275,6.1,225.2775
595-27-4851,A,Normal,Female,Fashion accessories,54.28,7,18.998,2019-01-27,2022-09-22 18:05:00,Ewallet,379.96,18.998,9.3,398.958
189-52-0236,A,Normal,Male,Electronic accessories,99.55,7,34.8425,2019-03-14,2022-09-22 12:07:00,Cash,696.85,34.8425,7.6,731.6925
503-07-0930,C,Member,Male,Sports and travel,58.39,7,20.4365,2019-02-23,2022-09-22 19:49:00,Credit card,408.73,20.4365,8.2,429.1665
413-20-6708,C,Member,Female,Fashion accessories,51.47,1,2.5735,2019-03-18,2022-09-22 15:52:00,Ewallet,51.47,2.5735,8.5,54.0435
425-85-2085,B,Member,Male,Health and beauty,54.86,5,13.715,2019-03-29,2022-09-22 16:48:00,Ewallet,274.3,13.715,9.8,288.015
521-18-7827,C,Member,Male,Home and lifestyle,39.39,5,9.8475,2019-01-22,2022-09-22 20:46:00,Credit card,196.95,9.8475,8.7,206.7975
220-28-1851,A,Normal,Male,Home and lifestyle,34.73,2,3.473,2019-03-01,2022-09-22 18:14:00,Ewallet,69.46,3.473,9.7,72.933
600-38-9738,C,Member,Male,Sports and travel,71.92,5,17.98,2019-01-17,2022-09-22 15:05:00,Credit card,359.6,17.98,4.3,377.58
734-91-1155,B,Normal,Female,Electronic accessories,45.71,3,6.8565,2019-03-26,2022-09-22 10:34:00,Credit card,137.13,6.8565,7.7,143.9865
451-28-5717,C,Member,Female,Home and lifestyle,83.17,6,24.951,2019-03-20,2022-09-22 11:23:00,Cash,499.02,24.951,7.3,523.971
609-81-8548,A,Member,Female,Home and lifestyle,37.44,6,11.232,2019-02-06,2022-09-22 13:55:00,Credit card,224.64,11.232,5.9,235.872
133-14-7229,C,Normal,Male,Health and beauty,62.87,2,6.287,2019-01-01,2022-09-22 11:43:00,Cash,125.74,6.287,5.0,132.027
534-01-4457,A,Normal,Male,Food and beverages,81.71,6,24.513,2019-01-27,2022-09-22 14:36:00,Credit card,490.26,24.513,8.0,514.773
719-89-8991,A,Member,Female,Sports and travel,91.41,5,22.8525,2019-02-25,2022-09-22 16:03:00,Ewallet,457.05,22.8525,7.1,479.9025
286-62-6248,B,Normal,Male,Fashion accessories,39.21,4,7.842,2019-01-16,2022-09-22 20:03:00,Credit card,156.84,7.842,9.0,164.682
339-38-9982,B,Member,Male,Fashion accessories,59.86,2,5.986,2019-01-13,2022-09-22 14:55:00,Ewallet,119.72,5.986,6.7,125.706
827-44-5872,B,Member,Female,Food and beverages,54.36,10,27.18,2019-02-07,2022-09-22 11:28:00,Credit card,543.6,27.18,6.1,570.78
827-77-7633,A,Normal,Male,Sports and travel,98.09,9,44.1405,2019-02-17,2022-09-22 19:41:00,Cash,882.81,44.1405,9.3,926.9505
287-83-1405,A,Normal,Male,Health and beauty,25.43,6,7.629,2019-02-12,2022-09-22 19:01:00,Ewallet,152.58,7.629,7.0,160.209
435-13-4908,A,Member,Male,Fashion accessories,86.68,8,34.672,2019-01-24,2022-09-22 18:04:00,Credit card,693.44,34.672,7.2,728.112
857-67-9057,B,Normal,Male,Electronic accessories,22.95,10,11.475,2019-02-06,2022-09-22 19:20:00,Ewallet,229.5,11.475,8.2,240.975
236-27-1144,C,Normal,Female,Food and beverages,16.31,9,7.3395,2019-03-26,2022-09-22 10:31:00,Ewallet,146.79,7.3395,8.4,154.1295
892-05-6689,A,Normal,Female,Home and lifestyle,28.32,5,7.08,2019-03-11,2022-09-22 13:28:00,Ewallet,141.6,7.08,6.2,148.68
583-41-4548,C,Normal,Male,Home and lifestyle,16.67,7,5.8345,2019-02-07,2022-09-22 11:36:00,Ewallet,116.69,5.8345,7.4,122.5245
339-12-4827,B,Member,Female,Fashion accessories,73.96,1,3.698,2019-01-05,2022-09-22 11:32:00,Credit card,73.96,3.698,5.0,77.658
643-38-7867,A,Normal,Male,Home and lifestyle,97.94,1,4.897,2019-03-07,2022-09-22 11:44:00,Ewallet,97.94,4.897,6.9,102.837
308-81-0538,A,Normal,Female,Fashion accessories,73.05,4,14.61,2019-02-25,2022-09-22 17:16:00,Credit card,292.2,14.61,4.9,306.81
358-88-9262,C,Member,Female,Food and beverages,87.48,6,26.244,2019-02-01,2022-09-22 18:43:00,Ewallet,524.88,26.244,5.1,551.124
460-35-4390,A,Normal,Male,Home and lifestyle,30.68,3,4.602,2019-01-22,2022-09-22 11:00:00,Ewallet,92.04,4.602,9.1,96.642
343-87-0864,C,Member,Male,Health and beauty,75.88,1,3.794,2019-01-03,2022-09-22 10:30:00,Credit card,75.88,3.794,7.1,79.674
173-50-1108,B,Member,Female,Sports and travel,20.18,4,4.036,2019-02-13,2022-09-22 12:14:00,Credit card,80.72,4.036,5.0,84.756
243-47-2663,C,Member,Male,Electronic accessories,18.77,6,5.631,2019-01-28,2022-09-22 16:43:00,Credit card,112.62,5.631,5.5,118.251
841-18-8232,B,Normal,Female,Food and beverages,71.2,1,3.56,2019-01-05,2022-09-22 20:40:00,Credit card,71.2,3.56,9.2,74.76
701-23-5550,B,Member,Male,Home and lifestyle,38.81,4,7.762,2019-03-19,2022-09-22 13:40:00,Ewallet,155.24,7.762,4.9,163.002
647-50-1224,A,Normal,Female,Fashion accessories,29.42,10,14.71,2019-01-12,2022-09-22 16:23:00,Ewallet,294.2,14.71,8.9,308.91
541-48-8554,A,Normal,Male,Sports and travel,60.95,9,27.4275,2019-01-07,2022-09-22 12:08:00,Credit card,548.55,27.4275,6.0,575.9775
539-21-7227,B,Normal,Female,Sports and travel,51.54,5,12.885,2019-01-26,2022-09-22 17:45:00,Cash,257.7,12.885,4.2,270.585
213-32-1216,A,Normal,Female,Electronic accessories,66.06,6,19.818,2019-01-23,2022-09-22 10:28:00,Cash,396.36,19.818,7.3,416.178
747-58-7183,B,Normal,Male,Fashion accessories,57.27,3,8.5905,2019-02-09,2022-09-22 20:31:00,Ewallet,171.81,8.5905,6.5,180.4005
582-52-8065,B,Normal,Female,Fashion accessories,54.31,9,24.4395,2019-02-22,2022-09-22 10:49:00,Cash,488.79,24.4395,8.9,513.2295
210-57-1719,B,Normal,Female,Health and beauty,58.24,9,26.208,2019-02-05,2022-09-22 12:34:00,Cash,524.16,26.208,9.7,550.368
399-69-4630,C,Normal,Male,Electronic accessories,22.21,6,6.663,2019-03-07,2022-09-22 10:23:00,Credit card,133.26,6.663,8.6,139.923
134-75-2619,A,Member,Male,Electronic accessories,19.32,7,6.762,2019-03-25,2022-09-22 18:51:00,Cash,135.24,6.762,6.9,142.002
356-44-8813,B,Normal,Male,Home and lifestyle,37.48,3,5.622,2019-01-20,2022-09-22 13:45:00,Credit card,112.44,5.622,7.7,118.062
198-66-9832,B,Member,Female,Fashion accessories,72.04,2,7.204,2019-02-04,2022-09-22 19:38:00,Cash,144.08,7.204,9.5,151.284
